the_geom,cartodb_id,at_a_public_event_negative,at_a_public_event_positive,at_the_shops_negative,at_the_shops_positive,going_to_or_from_school_negative,going_to_or_from_school_positive,going_to_or_from_work_negative,going_to_or_from_work_positive,i_avoid_going_there_alone,i_never_went_back_there,i_reported_it_and_authorities_did_something,i_reported_it_but_authorities_did_nothing,i_stopped,i_told_my_friend_or_my_family,in_a_park_or_garden_negative,in_a_park_or_garden_positive,on_the_street_negative,on_the_street_positive,out_socially_negative,out_socially_positive,public_transport_negative,public_transport_positive,someone_using_alcohol_or_drugs_negative,this_happens_so_often_that_ia_m_just_used_to_it,age,created_datetime,dataset,description_negative,description_positive,description_translation,disability,ethnicity,ftb_demographics_heading,full_time_parent,gender,gender_discrimination_factor,id,in_work,location_adminarea1,location_adminarea1type,location_adminarea3,location_adminarea3type,location_adminarea4,location_adminarea4type,location_adminarea5,location_adminarea5type,location_adminarea6,location_adminarea6type,location_displaylatlng_lat,location_displaylatlng_lng,location_dragpoint,location_geocodequality,location_geocodequalitycode,location_latlng_lat,location_latlng_lng,location_linkid,location_mapurl,location_postalcode,location_sideofstreet,location_street,location_type_1,location_unknowninput,spot_type,location_what_happened_next_other,name,none,other,religion,student,submission_sets_support_length,submission_sets_support_name,submission_sets_support_url,submitter,submitter_avatar_url,submitter_id,submitter_name,submitter_provider_id,submitter_provider_type,submitter_username,time_of_day,unemployed,updated_datetime,url,user_token,visible
0101000020E61000001EDEE36BD74D40400CBC2420F7ECD43F,370,At a public event_negative,,,,,,,,,,,,,,,,,,,,,,,This happens so often that Iâ€™m just used to it,21,2018-05-24 11:41:43.299+00,47,A man has stolen my power banker  from the bag.no enough security in the play ground. Put cameras in the play ground. ,,,,,,,female,,112891,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.327079,32.608184,false,POINT,P1AAA,0.327079,32.608184,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.327079,32.60818436382671|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-686235159",24144,false,KCC Grounds,s,,bad,,"KCC Grounds, Kampala Central Region",none,,,student,,,,,,,,,,,Afternoon,,2018-05-24 11:41:43.316+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112891,session:7ae054133199c474fc423e81b290f6d9,true
0101000020E61000007CEDFFBE4B4E4040AD2F340D8129D53F,371,,,,,,,,,I avoid going there alone,,,,,,,,On the street_negative,,,,,,,,16,2018-05-24 11:41:56.921+00,47,one day they found some killed there.i don't advise a girl to use at night.they should put security lights there,,,,,,,female,gender_discrimination_factor,112893,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.330642,32.611695,false,STREET,B1AAA,0.330642,32.611695,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.33064216307373584,32.611694974567335|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1654550254",24144,false,Naguru Road,s,,bad,,"Naguru Road, Kampala Central Region",,,,student,,,,,,,,,,,Late night,,2018-05-24 11:41:56.937+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112893,session:0680a1801e226ad533cb912f9a4b9279,true
0101000020E61000008F91F9F22C4E4040EFDCFECB63ECD43F,372,,,,,,,,,I avoid going there alone,,,,,,,,On the street_negative,,,,,,,,21,2018-05-24 11:43:11.399+00,47,"A girl kidnapped, there is a gang  of boy,s,  security is needed",,,,,,,female,,112897,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.326942,32.610638,false,POINT,P1AAA,0.326942,32.610638,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3269416,32.6106383|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1483925923",28487,false,Boda Boda Stage Total Jinja Road,s,,bad,,"Boda Boda Stage Total Jinja Road, Kampala Central Region",none,,,student,,,,,,,,,,,Anytime,,2018-05-24 11:43:11.461+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112897,session:e9c374d68b449dc31b56c9f83df7ef7a,true
0101000020E6100000C15A55B0D64D4040856AFBFD78EDD43F,373,,At a public event_positive,,,,,,,,,,,,,,,,,,Out socially_positive,,,,,25,2018-05-24 11:43:15.695+00,47,,I have been watching sports at the ground with my friends but the security is good and we are checked when entering the play ground.,,,,,,female,,112898,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.327079,32.608184,false,POINT,P1AAA,0.327079,32.608184,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.327079,32.60818436382671|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1031855335",24144,false,KCC Grounds,s,,good,,"KCC Grounds, Kampala Central Region",,,,,,,,,,,,,,,Afternoon,,2018-05-24 11:43:15.713+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112898,session:190d552a9560c92a4b860ab24996cca9,true
0101000020E6100000EC778DC7984F4040E4BFBBB2561FD53F,374,,,,,,,,,,,,,,,,,,,Out socially_negative,,,,,This happens so often that Iâ€™m just used to it,17,2018-05-24 11:45:24.404+00,47,"It has alot of thieves,most of the  youth  are  jobless,  sensitive the youth  about  the  purposes of working and  the problem  of  being  ldle.  ",,,,,,,female,,112904,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.330035,32.621878,false,STREET,B1AAA,0.330035,32.621878,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.33003543182531214,32.62187754146506|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-682246151",24144,false,Kinawataka Road,s,,bad,,"Kinawataka Road, Kampala Central Region",none,,,,,,,,,,,,,,Late night,unemployed,2018-05-24 11:45:24.527+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112904,session:277024993a6e9fb0cf4e262d4d734b26,true
0101000020E6100000DDAEF05E3051404028B9E559407ED43F,375,,,,,,,,,,I never went back there,,,,,,,On the street_negative,,,,,,,,16,2018-05-24 11:46:18.902+00,47,"At night we don't have power so there's darkness at night due to the it can lead to rape, by providing security lights on the roads to avoid thrifty and rope ",,,,,,,female,,112911,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.320224,32.634276,false,STREET,B1AAA,0.320224,32.634276,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.320224420271822,32.63427595817948|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-398747803",24144,false,Kireka Road,s,,bad,,"Kireka Road, Kampala Central Region",none,,,student,,,,,,,,,,,Late night,,2018-05-24 11:46:19.064+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112911,session:940a04bca972b6f2883d3ed421d3c7ac,true
0101000020E61000002B0200E5264D4040C53C500B432BD53F,376,,,,,,,,,,,,,,I told my friend or my family),,,On the street_negative,,,,,,,,16,2018-05-24 11:46:27.788+00,47,there are a lot of drug abusers.after abusing drugs they grab ladies bags and phones.,,,,,,,female,gender_discrimination_factor,112912,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.330784,32.602745,false,STREET,B1AAA,0.330784,32.602745,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.33078358176208944,32.60274519875687|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1962785374",24144,false,Naguru Road,s,,bad,,"Naguru Road, Kampala Central Region",,,,student,,,,,,,,,,,Anytime,,2018-05-24 11:46:27.805+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112912,session:0680a1801e226ad533cb912f9a4b9279,true
0101000020E6100000C400DD25DE4D404030AFFEB47AF3D43F,377,,At a public event_positive,,,,,,,,,,,,,,,,,,,,,,,21,2018-05-24 11:46:59.777+00,47,,Been using this pitch for a longtime but every one is safe because we have security and people try to respect each other.,,,,,,female,,112915,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.327079,32.608184,false,POINT,P1AAA,0.327079,32.608184,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.327079,32.60818436382671|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-120817060",24144,false,KCC Grounds,s,,good,,"KCC Grounds, Kampala Central Region",,,,,,,,,,,,,,,Afternoon,,2018-05-24 11:46:59.794+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112915,session:190d552a9560c92a4b860ab24996cca9,true
0101000020E610000097B08957184E4040C11F62A94CE6D43F,378,,,,,,,,,,I never went back there,,,,,,,On the street_negative,,,,,,,,16,2018-05-24 11:47:40.716+00,47,"A girl was raped,  there is  a brush,  they should build there shops",,,,,,,female,,112919,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.326609,32.610083,false,STREET,B1AAA,0.326609,32.610083,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.32660912691975136,32.61008316445817|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1284236386",28487,false,Jinja Road,s,,bad,,"Jinja Road, Kampala Central Region",none,,,student,,,,,,,,,,,Anytime,,2018-05-24 11:47:40.732+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112919,session:e9c374d68b449dc31b56c9f83df7ef7a,true
0101000020E61000008733C7C24C504040435A6C1D589AD43F,379,,,,,,,,,,,,,,,,,On the street_negative,,,,,,,This happens so often that Iâ€™m just used to it,20,2018-05-24 11:48:30.102+00,47,The place is very bad.my friend was raped twice . People need to coraplat  such that they improve this community. ,,,,,,,female,,112922,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.321925,32.62734,false,STREET,B1AAA,0.321925,32.62734,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.32192471303198744,32.62733972304697|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-905544029",24144,false,Ismael Road,s,,bad,,"Ismael Road, Kampala Central Region",none,,,,,,,,,,,,,,Anytime,,2018-05-24 11:48:30.119+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112922,session:b08c070dde56b747c56a059405712178,true
0101000020E6100000820900EF944D404096574E45A16AD53F,380,,,,,,,,,I avoid going there alone,,,,,I told my friend or my family),,,On the street_negative,,,,,,,,15,2018-05-24 11:49:46.94+00,47,there are a lot of teenage boys who shout harassing words to girls calling them names.they should be sensitized. ,,,,,,,female,gender_discrimination_factor,112928,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.334637,32.60614,false,STREET,B1AAA,0.334637,32.60614,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.33463697784423335,32.60613968702004|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-247753707",24144,false,Nyonyintono Road,s,,bad,,"Nyonyintono Road, Kampala Central Region",,,,student,,,,,,,,,,,Anytime,,2018-05-24 11:49:46.974+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112928,session:0680a1801e226ad533cb912f9a4b9279,true
0101000020E6100000352AC58D614D4040998BB1302116D53F,381,,,,,,,Going to or from work_negative,,,,,,,,,,,,,,,,,This happens so often that Iâ€™m just used to it,24,2018-05-24 11:50:15.909+00,47,"Taking marinjuwana, talking  cocaine, and they stole  a lady  when  am seeing, no security  lights  and it is dark  . Provide  a police  post. ",,,,,,,female,gender_discrimination_factor,112930,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.329511,32.604911,false,POINT,P1AAA,0.329511,32.604911,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3295105,32.6049107|marker-sm-50318A-1&scalebar=true&zoom=15&rand=982643507",24144,false,Safari Kindergarten,s,,bad,,"Safari Kindergarten, Kampala Central Region",,,,,,,,,,,,,,,Evening,unemployed,2018-05-24 11:50:15.926+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112930,session:51f403ed147d5fb2370ad306f0a37b64,true
0101000020E6100000E9455A1BA44F4040F1072FBD5E2AD53F,382,,,,,Going to or from school_negative,,,,,,,,,,,,,,,,,,,This happens so often that Iâ€™m just used to it,17,2018-05-24 11:50:23.361+00,47,Accident.The  road  has alot of reckless drivers.more sign  posts should  be  provided.,,,,,,,female,,112932,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.330715,32.622199,false,STREET,B1AAA,0.330715,32.622199,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.33071476993873455,32.62219914686209|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1383397166",24144,false,Kinawataka Road,s,,bad,,"Kinawataka Road, Kampala Central Region",none,,,student,,,,,,,,,,,Anytime,,2018-05-24 11:50:23.379+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112932,session:277024993a6e9fb0cf4e262d4d734b26,true
0101000020E610000035B187D12F50404058FCB9B83372D23F,383,,,,At the shops_positive,,,,Going to or from work_positive,,,,,,,,,,On the street_positive,,Out socially_positive,,,,,17,2018-05-24 11:52:22.302+00,47,,This place is very safe.  People round my community are social they care about each other. ,,,,,,female,,112943,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.288257,32.626415,false,POINT,P1AAA,0.288257,32.626415,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.2882567,32.6264152|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1710989836",21912,false,Agape Internet Cafe,s,,good,,"Agape Internet Cafe, Kampala Central Region",,,,student,,,,,,,,,,,Anytime,,2018-05-24 11:52:22.455+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112943,session:b08c070dde56b747c56a059405712178,true
0101000020E610000005EEEF9E725340407CC74044C9D0D33F,384,,,,,,,,,,I never went back there,,,,,,,On the street_negative,,,,,,,,16,2018-05-24 11:53:07.398+00,47,"Lack of security lights on the streets, so the government should provide security to avoid thrifty ",,,,,,,female,,112946,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.309616,32.65194,false,STREET,B1AAA,0.309616,32.65194,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.30961627878966164,32.65193995964112|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-945040456",21912,false,Yakob Serubugo Mpiima Upper Bina,s,,bad,,"Yakob Serubugo Mpiima Upper Bina, Kampala Central Region",none,,,student,,,,,,,,,,,Late night,,2018-05-24 11:53:07.414+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112946,session:940a04bca972b6f2883d3ed421d3c7ac,true
0101000020E6100000FB0300E7E74D4040E095B9C5306AD53F,385,,,,,,,,,I avoid going there alone,,,,,I told my friend or my family),,,On the street_negative,,,,Public transport_negative,,,,20,2018-05-24 11:53:18.201+00,47,there are a lot of boys who beat people any time of the day with the intentions of stealing them.there should be security,,,,,,,female,,112948,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.334893,32.608582,false,POINT,P1AAA,0.334893,32.608582,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3348933,32.6085824|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-2044162271",24144,false,Naguru Katali Primary School,s,,bad,,"Naguru Katali Primary School, Kampala Central Region",none,,,student,,,,,,,,,,,Anytime,,2018-05-24 11:53:18.216+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112948,session:0680a1801e226ad533cb912f9a4b9279,true
0101000020E61000004C57BB24B14C4040319E80A742DCD53F,387,,,,,,,,,,I never went back there,,,,,,,On the street_negative,,,,,,,,18,2018-05-24 11:56:49.874+00,47,"A girl was murder,  most people have guy, they should close those bar, s",,,,,,,female,,112954,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.341638,32.599082,false,POINT,P1AAA,0.341638,32.599082,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3416381,32.59908218746306|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1313526572",28487,false,17-25 Saddler Way,s,,bad,,"17-25 Saddler Way, Kampala Central Region",none,,,student,,,,,,,,,,,Evening,,2018-05-24 11:56:49.996+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112954,session:e9c374d68b449dc31b56c9f83df7ef7a,true
0101000020E61000009388FC343F51404041B848BA5B1BD43F,447,,,,,,,,,,,,,,,,,On the street_negative,,,,,,,This happens so often that Iâ€™m just used to it,25,2018-05-25 07:55:17.513+00,47,"A girl was robbered, there are gang,s of people, security light,s  are needed",,,,,,,female,,114202,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.314001,32.634788,false,POINT,P1AAA,0.314001,32.634788,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3140013,32.6347879|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-360047190",24144,false,Cibra Energy,s,,bad,,"Cibra Energy, Kampala Central Region",none,,,,,,,,,,,,,,Anytime,,2018-05-25 07:55:17.529+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/114202,session:3efc3dcba17ac1721600c274afe05a1d,true
0101000020E6100000C019BA2A305040407D7C2E49D89DD43F,388,,,,,,,Going to or from work_negative,,,,,I reported it but authorities did nothing,,,,,On the street_negative,,,,,,,,25,2018-05-24 11:58:28.703+00,47,My community can't  be safe at all. Aday can't end without someone being robbed at times some are killed just of recent a man WA madderd. All I can say is that we need security and enough lights in mbuya. ,,,,,,,female,,112956,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.321711,32.626436,false,STREET,B1AAA,0.321711,32.626436,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3217110586466409,32.62643593653509|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1162664526",24144,false,Ismael Road,s,,bad,,"Ismael Road, Kampala Central Region",none,,,,,,,,,,,,,,Late night,,2018-05-24 11:58:28.856+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112956,session:b08c070dde56b747c56a059405712178,true
0101000020E6100000F6A96DBE6651404072FC33EF6F9AD53F,389,,,,,,,,,,,,,,,,,,,,Out socially_positive,,,,,21,2018-05-24 11:58:54.827+00,47,,"It has security guard, doctors are round, so the place is safe",,,,,,female,,112957,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.337569,32.635924,false,STREET,B1AAA,0.337569,32.635924,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.33756902831242547,32.63592396603306|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-589965780",24144,false,Kireka Road,s,,good,,"Kireka Road, Kampala Central Region",,,,student,,,,,,,,,,,Anytime,,2018-05-24 11:58:54.847+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112957,session:940a04bca972b6f2883d3ed421d3c7ac,true
0101000020E61000003F9CC85384504040ECB612199969D53F,390,At a public event_negative,,,,,,Going to or from work_negative,,I avoid going there alone,,,,,,,,,,,,,,Someone using alcohol or drugs_negative,This happens so often that Iâ€™m just used to it,19,2018-05-24 11:59:16.213+00,47,"At night at around 9pm the place is normally crowded by gangs of guy who beat up people and grab their property while others are killed, we'll I Kan give an example of a certain musician who died near Victoria club in this place and I think the best solution for this problem is to improve on the security in this area ",,,,,,,female,,112958,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.334262,32.629113,false,STREET,B1AAA,0.334262,32.629113,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.33426173419667327,32.62911322577319|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1869572032",24144,false,Kinawataka Road,s,,bad,,"Kinawataka Road, Kampala Central Region",none,,,,,,,,,,,,,,Late night,,2018-05-24 11:59:16.342+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112958,session:b1a9344e068672dc2972a5e368f6c32d,true
0101000020E6100000B4682231BF4C4040DE50E7F7A5E1D53F,391,,,,,,,,,,I never went back there,,,,,,,On the street_negative,,,,,,,,18,2018-05-24 12:00:03.134+00,47,"A girl was bitten,  no security light,s , security light,s should be provided",,,,,,,female,,112959,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.341746,32.599919,false,STREET,B1AAA,0.341746,32.599919,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.34174617343859565,32.5999191190648|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-922200232",28487,false,School Lane,s,,bad,,"School Lane, Kampala Central Region",none,,,student,,,,,,,,,,,Late night,,2018-05-24 12:00:03.278+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112959,session:e9c374d68b449dc31b56c9f83df7ef7a,true
0101000020E610000092649309AA5040403FBD63C27962D53F,393,,,,,Going to or from school_negative,,,,I avoid going there alone,I never went back there,,I reported it but authorities did nothing,,,,,On the street_negative,,,,,,,This happens so often that Iâ€™m just used to it,25,2018-05-24 12:03:05.729+00,47,"Banzibako essimu nga ngenda just mulimo  ate  eyo  bakatirayo abantu basatu,waliyo ebibinja bya bavubuka beyita unato polisi ekyusemu babakwata nebabata kyoka nebaddamu  nebatusako  obulabe",,,,,,,female,gender_discrimination_factor,112964,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.334483,32.630141,false,STREET,B1AAA,0.334483,32.630141,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.33448278338648885,32.63014057793608|marker-sm-50318A-1&scalebar=true&zoom=15&rand=456918589",24144,false,Kinawataka Road,s,,bad,Basajja 2 babiiri  my katogo  tosobola tambula ku  Malta nga ogenda just mulimo  bakunyakula ,"Kinawataka Road, Kampala Central Region",,,,,,,,,,,,,,,Late night,,2018-05-24 12:03:05.747+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112964,session:1e132bbfe4456667d5e07d05555f3bd1,true
0101000020E610000052709873E74C404097E39F9E2181D53F,394,,,,,,,,,I avoid going there alone,,,,,,,,On the street_negative,,,,,,,,17,2018-05-24 12:06:49.93+00,47,"A girl was  kidnapped,  there is gang,s of people,  enough security is needed",,,,,,,female,,112977,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.335983,32.600781,false,STREET,B1AAA,0.335983,32.600781,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.33598273960686303,32.600781283908965|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-267524683",28487,false,Lugogo By-Pass,s,,bad,,"Lugogo By-Pass, Kampala Central Region",none,,,student,,,,,,,,,,,Late night,,2018-05-24 12:06:49.947+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112977,session:e9c374d68b449dc31b56c9f83df7ef7a,true
0101000020E61000000DB1CAA136514040D49592D84381D53F,395,,,,,Going to or from school_negative,,Going to or from work_negative,,,I never went back there,,,,I told my friend or my family),,,On the street_negative,,Out socially_negative,,Public transport_negative,,,,22,2018-05-24 12:06:59.645+00,47,"_x000D_I was coming back home and the alcohol abusers disturbed me, the place is full of alcohol drunkers but police should be put in the area ",,,,,,,female,,112978,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.335973,32.634538,false,STREET,B1AAA,0.335973,32.634538,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3359732106536777,32.63453782628528|marker-sm-50318A-1&scalebar=true&zoom=15&rand=2116252040",24144,false,Kireka Road,s,,bad,,"Kireka Road, Kampala Central Region",none,,,,,,,,,,,,,,Anytime,unemployed,2018-05-24 12:06:59.665+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112978,session:a3d9d02054c336aac99b21779545675e,true
0101000020E6100000CDBAD274AE4D4040E8B5B4FF2A0CD63F,396,,,,,,,,,,,,,,,,,On the street_negative,,,,,,,This happens so often that Iâ€™m just used to it,25,2018-05-24 12:08:58.536+00,47,"No security, the government  do not bather putting  lights for  pedestrians  due  to rich people who are  in  gates, _x000D_Lights  are needed. ",,,,,,full time parent),female,gender_discrimination_factor,112984,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.344448,32.60694,false,STREET,B1AAA,0.344448,32.60694,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.34444844786708434,32.60694024831116|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1538026278",24144,false,Upper Vale Close,s,,bad,,"Upper Vale Close, Kampala Central Region",,,,,,,,,,,,,,,Evening,,2018-05-24 12:08:58.553+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112984,session:51f403ed147d5fb2370ad306f0a37b64,true
0101000020E6100000BDF9FF0C854E4040D9C6EF136696D53F,397,,,,,,,,,I avoid going there alone,,,,,I told my friend or my family),,,On the street_negative,,,,Public transport_negative,,,,20,2018-05-24 12:10:18.034+00,47,a lot of thieves and drug abusers.they grab bags from the girls and the harass them verbally.there should be security lights and police should also care.  ,,,,,,,female,gender_discrimination_factor,112987,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.337272,32.613226,false,POINT,P1AAA,0.337272,32.613226,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3372722,32.6132257|marker-sm-50318A-1&scalebar=true&zoom=15&rand=643778",24144,false,Naguru Police Barracks,s,,bad,,"Naguru Police Barracks, Kampala Central Region",,,,student,,,,,,,,,,,Anytime,,2018-05-24 12:10:18.155+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112987,session:0680a1801e226ad533cb912f9a4b9279,true
